date,monetary_gold_mn_sar,sdr_mn_sar,imf_reserve_position_mn_sar,foreign_currency_deposits_mn_sar,foreign_securities_mn_sar,total_reserves_mn_sar
2023-04-30,1623.54231183,78456.74052101017,15104.47966592271,521764.54275056,995119.4066685138,1612068.6720818167
2023-05-31,1623.54231183,77430.307760124,14778.856015394,566908.14174534,997487.494463822,1658228.3024604898
2023-06-30,1623.54231183,78250.79710984128,14927.77273249568,616340.40767706,950875.9121747615,1662018.3921699685
2023-07-31,1623.54231183,78372.96282400157,14423.30423196873,554283.56470895,952293.3476201359,1600996.681860866
2023-08-31,1623.54231183,77744.97391256593,14283.73985159144,537497.5697218402,970280.5800377212,1601430.3659995287
2023-09-30,1623.54231183,76656.57420800245,14277.52091661458,573515.6270306275,982010.354267705,1648083.5788987596
2023-10-31,1623.54231183,76820.878603392,13496.974311744,518642.3106573099,986807.0776986522,1597390.743746908
2023-11-30,1623.54231183,78074.69900497641,13807.05090930759,545036.77234224,1003927.2237528688,1642469.248485203
2023-12-31,1623.54231183,78423.56079087798,13856.09871057318,558754.4044821399,985747.345719517,1638404.912178918
2024-01-31,1623.54231183,77897.48186079261,13689.68088298746,563130.15236422,989785.4322822171,1646126.2498660272
2024-02-29,1623.54231183,77891.78619119391,13608.71832071308,547978.86202228,978048.0893975269,1619150.958407524
2024-03-31,1623.54231183,77648.9596191056,13566.2933285294,616024.62563064,998524.9358079506,1707388.3168620355
2024-04-30,1623.54231183,77284.20846986557,13366.60246401732,569011.1200761,1006197.7993839327,1667483.2328697257
2024-05-31,1623.54231183,77683.73375474174,12718.77422539725,657700.97448171,1003239.5904840126,1752966.5754216716
2024-06-30,1623.54231183,77293.47128306184,13330.72059919128,646285.03315376,1015635.2028423786,1754167.9303542017
2024-07-31,1623.54231183,78082.03622771127,13205.91139841268,584022.80750011,1021119.5038856773,1698053.7614877212
2024-08-31,1623.54231183,79348.24726132068,12994.60027145932,646420.4221917,1021472.5140473107,1761859.2862476008
2024-09-30,1623.54231183,79864.41292364056,12643.17885081228,596874.32856178,1022641.2962758178,1713646.7190878605
2024-10-31,1623.54231183,78423.62736885351,12412.60642710876,522620.71711802995,1017709.5204692713,1632789.9738590736
2024-11-30,1623.54231183,77468.6439024666,12248.5629677588,588303.1703428698,1009017.7508226112,1688661.6305115162
2024-12-31,1623.54231183,76977.0053531094,12165.9057077448,532724.68132975,1016078.0804137352,1639569.1752801496
2025-01-31,1623.54231183,76995.40848686021,11938.74595892424,553046.27861592,985151.8278718456,1628755.7634093598
2025-02-28,1623.54231183,77574.82793171404,12011.34292019386,554124.11884079,978381.7260625861,1623715.5182310939
2025-03-31,1623.54231183,78523.7790415794,12504.9915398673,649078.77924805,961865.9529730828,1703597.0052783894
2025-04-30,1623.54231183,80142.78928873729,12662.63488488576,581221.35535438,971862.2899981042,1647512.5720019173
2025-05-31,1623.54231183,80162.6262006404,12649.51269961893,671270.9655224499,955365.8105945012,1721072.4174930204
2025-06-30,1623.54231183,81329.20141723224,13280.48234970479,660628.68221694,959438.5804866651,1716300.4489463521
2025-07-31,1623.54231183,80026.28851316543,13013.11607550839,602526.17578786,968068.4625896416,1665257.5454419854
2025-08-31,1623.54231183,81009.85266092181,13153.9552663211,641272.22568957,975385.8422586691,1712445.378351292
2025-09-30,1623.54231183,81106.9317915367,12961.75545202335,608168.7396115699,985569.6796847467,1689430.6090156867
2025-10-31,1623.54231183,80580.63667163857,12858.03417968229,565519.9424402198,998569.9176928177,1659152.0334601684
2025-11-30,1623.54231183,80626.698737434,12844.47024081027,636178.6298875199,1008283.3445257597,1739556.6458673337
2025-12-31,1623.54231183,80479.4595175969,12947.83854819927,619058.9659014599,1011748.3056379108,1725858.0720809768
